story_id,factuality,bias,NL_grammar_mechanics_check,FOL,proof_correctness,Corrected Premises - NL,Premises - NL,Conclusions - NL,Corrected Conclusions - NL,Truth Value,"Premises 
used",Derivation,Derivation - Corrected,"Derivation 
index",Inference rule,Premises - FOL - corrected - optimized,Premises - FOL - corrected,Premises - FOL,Corrected Conclusions - FOL  - optimized,Corrected Conclusion - FOL ,Conclusion - FOL,comment on FOL,comment on Bias
453,,,CHECKED,,,"No cold-blooded animals are birds.
All reptiles are cold-blooded.
An animal is cold-blooded or warm-blooded.
If an animal eats other animals, then it is a carnivore.
Ron is neither a cold-blooded animal nor a carnivore.
Henry is neither a carnivore nor a lizard.","No cold-blooded animals are birds.
All reptiles are cold-blooded.
An animal is a bird or it eats other animals.
If an animal eats other animals, then it is a carnivore.
Ron is neither a cold-blooded animal nor a carnivore.
Henry is neither a carnivore nor a lizard.",Either Henry is a reptile or Ron eats other animals.,Either Henry is a reptile or Ron eats other animals.,F,"4,6",Henry does not eat other animals.,Henry does not eat other animals.,D1,modus tollens,,,"∀x (ColdBlooded(x) → ¬Bird(x))
∀x (Reptile(x) → ColdBlooded(x))
∀x (Bird(x) ∨ EatOtherAnimals(x))
∀x (EatOtherAnimals(x) → Carnivore(x))
¬ColdBlooded(ron) ∧ ¬Carnivore(ron)
¬Carnivore(henry) ∧ ¬Lizard(henry)",Reptile(henry) ⊕ WarmBlooded(henry),,Reptile(henry) ⊕ EatOtherAnimals(ron),,
,,,,,,,,,,,"3,D1",Henry is a bird.,Henry is a bird.,D2,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"1,D2",Henry is not cold-blooded.,Henry is not cold-blooded.,D3,modus tollens,,,,,,,,
,,,,,,,,,,,"2,D3",Henry is not a reptile.,Henry is not a reptile.,D4,modus tollens,,,,,,,,
,,,,,,,,,,,"4,5",Ron does not eat other animals.,Ron does not eat other animals.,D5,modus tollens,,,,,,,,
,,,,,,,,,,,"D4,D5",Henry is not a reptile and Ron does not eat other animals.,Henry is not a reptile and Ron does not eat other animals.,D6,conjunction introduction,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
453,,,CHECKED,,,"No cold-blooded animals are birds.
All reptiles are cold-blooded.
An animal is cold-blooded or warm-blooded.
If an animal eats other animals, then it is a carnivore.
Ron is neither a cold-blooded animal nor a carnivore.
Henry is neither a carnivore nor a lizard.","No cold-blooded animals are birds.
All reptiles are cold-blooded.
An animal is a bird or it eats other animals.
If an animal eats other animals, then it is a carnivore.
Ron is neither a cold-blooded animal nor a carnivore.
Henry is neither a carnivore nor a lizard.",It is not true that Ron is a reptile or that Henry is cold-blooded.,,T,"4,6",Henry does not eat other animals.,Henry does not eat other animals.,D1,modus tollens,,,"∀x (ColdBlooded(x) → ¬Bird(x))
∀x (Reptile(x) → ColdBlooded(x))
∀x (Bird(x) ∨ EatOtherAnimals(x))
∀x (EatOtherAnimals(x) → Carnivore(x))
¬ColdBlooded(ron) ∧ ¬Carnivore(ron)
¬Carnivore(henry) ∧ ¬Lizard(henry)",¬(Reptile(ron) ⊕ ColdBlooded(henry)),,¬(Reptile(ron) ⊕ ColdBlooded(henry)),,
,,,,,,,,,,,"3,D1",Henry is a bird.,Henry is a bird.,D2,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"1,D2",Henry is not cold-blooded.,Henry is not cold-blooded.,D3,modus tollens,,,,,,,,
,,,,,,,,,,,"2,D3",Henry is not a reptile.,Henry is not a reptile.,D4,modus tollens,,,,,,,,
,,,,,,,,,,,"4,5",Ron does not eat other animals.,Ron does not eat other animals.,D5,modus tollens,,,,,,,,
,,,,,,,,,,,"D4,D5",Henry is not a reptile and Ron does not eat other animals.,Henry is not a reptile and Ron does not eat other animals.,D6,conjunction introduction,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
454,CORRECTED,,CHECKED,,,"If someone can control their breath, then their brainstems are functional. 
All humans that can swim learn how to control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance. 
Every human who can stand on the ground by themselves has functional leg muscles. 
George can control his balance and can swim. 
Archie can either both walk and has functional brainstems, or neither is true.","If something can go underwater, then it enjoys the water.
All animals that can swim can go underwater.
An animal can swim or walk.
Animals that can walk travel on land.
Animals that enjoy water splash water around.
Every animal that travels on land enjoys basking in the sun.
George splashes water around and can swim.
Liam is not an animal that either walks or enjoys the water.",George enjoys basking in the sun.,George has functional leg muscles.,U,,,,,,,"∀x (CanControlBreath(x) → BrainstemsFunctional(x))
∀x (Human(x) ∧ CanSwim(x) → CanControlBreath(x))
∀x (Human(x) → CanSwim(x) ∨ CanWalk(x))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnGroundByThemselves(x))
∀x (Human(x) ∧ BrainstemsFunctional(x) → CanControlBalance(x))
∀x (Human(x) ∧ CanStandOnGroundByThemselves(x) → LegMusclesFunctional(x))
CanControlBalance(George) ∧ CanSwim(George)
¬(CanWalk(Archie) ⊕ BrainstemsFunctional(Archie)
","∀x (CanControlBreath(x) → BrainstemsFunctional(x))
∀x (Human(x) ∧ CanSwim(x) → CanControlBreath(x))
∀x (Human(x) → CanSwim(x) ∨ CanWalk(x))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnGroundByThemselves(x))
∀x (Human(x) ∧ BrainstemsFunctional(x) → CanControlBalance(x))
∀x (Human(x) ∧ CanStandOnGroundByThemselves(x) → LegMusclesFunctional(x))
CanControlBalance(George) ∧ CanSwim(George)
¬(CanWalk(Archie) ⊕ BrainstemsFunctional(Archie)
",,LegMusclesFunctional(george),EnjoysBaskinginSun(george),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
454,,,CHECKED,,,"If someone can control their breath, then their brainstems are functional. 
All humans that can swim learn how to control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance. 
Every human who can stand on the ground by themselves has functional leg muscles. 
George can control his balance and can swim. 
Archie can either both walk and he has functional brainstems, or neither is ture.","If something can go underwater, then it enjoys water.
All animals that can swim can go underwater.
An animal can swim or walk.
Animals that can walk travel on land.
Animals that enjoy water splash water around.
Every animal that travels on land enjoys basking in the sun.
George splashes water around and can swim.
Liam is not an animal that either walks or enjoys water.",Liam enjoys basking in the sun and splashing water around.,Archie has functional leg muscles can can control his balance.,T,8,"Liam either walks and enjoys water, or neither walks nor enjoys water. ",,D1,,,"∀x (CanControlBreath(x) → BrainstemsFunctional(x))
∀x (Human(x) ∧ CanSwim(x) → CanControlBreath(x))
∀x (Human(x) → CanSwim(x) ∨ CanWalk(x))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnGroundByThemselves(x))
∀x (Human(x) ∧ BrainstemsFunctional(x) → CanControlBalance(x))
∀x (Human(x) ∧ CanStandOnGroundByThemselves(x) → LegMusclesFunctional(x))
CanControlBalance(George) ∧ CanSwim(George)
¬(CanWalk(Archie) ⊕ BrainstemsFunctional(Archie)
","∀x (GoesUnderwater(x) → EnjoysWater(x))
∀x (CanSwim(x) → GoesUnderwater(x))
∀x (CanSwim(x) ∨ CanWalk(x))
∀x (CanWalk(x) → TravelsOnLand(x))
∀x (EnjoysWater(x) → SplashesWaterAround(x))
∀x (TravelsOnLand(x) → EnjoysBaskinginSun(x))
SplashesWaterAround(george) ∧ CanSwim(george)
¬(CanWalk(liam) ⊕ EnjoysWater(liam))",,LegMusclesFunctional(liam) ∧ CanControlBalance(liam),EnjoysBaskinginSun(liam) ∧ SplashesWaterAround(liam),,
,,,,,,,,,,,3,"If an animal does not walk, then it swims.",,D2,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"2,D2","If an animal does not walk, then can go underwater.",,D3,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,"1,D3","If an animal does not walk, then it enjoys water.",,D4,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,"D1,D4",Liam walks and enjoys water. ,,D5,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"4,D5",Liam travels on land and enjoys water. ,,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,"6,D6",Liam enjoys basking in the sun and enjoys water. ,,D7,universal instantiation,,,,,,,,
,,,,,,,,,,,"5,D7",Liam enjoys basking in the sun and splashing water around. ,,D8,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
454,,,CHECKED,,,"If someone can control their breath, then their brainstems are functional. 
All humans that can swim learn how to control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance. 
Every human who can stand on the ground by themselves has functional leg muscles. 
George can control his balance and can swim. 
Archie can either both walk and he has functional brainstems, or neither is ture.","If something can go underwater, then it enjoys water.
All animals that can swim can go underwater.
An animal can swim or walk.
Animals that can walk travel on land.
Animals that enjoy water splash water around.
Every animal that travels on land enjoys basking in the sun.
George splashes water around and can swim.
Liam is not an animal that either walks or enjoys water.",Liam neither enjoys basking in the sun nor splashing water around.,Archie neither has functional leg muscles nor can control his balance.,F,8,"Liam either walks and enjoys water, or neither walks nor enjoys water. ",,D1,,,"∀x (CanControlBreath(x) → BrainstemsFunctional(x))
∀x (Human(x) ∧ CanSwim(x) → CanControlBreath(x))
∀x (Human(x) → CanSwim(x) ∨ CanWalk(x))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnGroundByThemselves(x))
∀x (Human(x) ∧ BrainstemsFunctional(x) → CanControlBalance(x))
∀x (Human(x) ∧ CanStandOnGroundByThemselves(x) → LegMusclesFunctional(x))
CanControlBalance(George) ∧ CanSwim(George)
¬(CanWalk(Archie) ⊕ BrainstemsFunctional(Archie)
","∀x (GoesUnderwater(x) → EnjoysWater(x))
∀x (CanSwim(x) → GoesUnderwater(x))
∀x (CanSwim(x) ∨ CanWalk(x))
∀x (CanWalk(x) → TravelsOnLand(x))
∀x (EnjoysWater(x) → SplashesWaterAround(x))
∀x (TravelsOnLand(x) → EnjoysBaskinginSun(x))
SplashesWaterAround(george) ∧ CanSwim(george)
¬(CanWalk(liam) ⊕ EnjoysWater(liam))",,¬(LegMusclesFunctional(liam) ∧ CanControlBalance(liam)),¬(EnjoysBaskinginSun(liam) ∧ SplashesWaterAround(liam)),,
,,,,,,,,,,,3,"If an animal does not walk, then it swims.",,D2,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"2,D2","If an animal does not walk, then can go underwater.",,D3,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,"1,D3","If an animal does not walk, then it enjoys water.",,D4,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,"D1,D4",Liam walks and enjoys water. ,,D5,disjunctive syllogism,,,,,,,,
,,,,,,,,,,,"4,D5",Liam travels on land and enjoys water. ,,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,"6,D6",Liam enjoys basking in the sun and enjoys water. ,,D7,universal instantiation,,,,,,,,
,,,,,,,,,,,"5,D7",Liam enjoys basking in the sun and splashing water around. ,,D8,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
455,CORRECTED,,CHECKED,,,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","All bread is food.
Some sandwiches are bread.
All food is edible. 
No edible things are poisonous.
Deodorant is poisonous.",Deodorant is a sandwich.,The theistic God is a sophist.,U,,,,,,,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishTruthFromFalsehood(x))
∀x (CanDistinguishTruthFromFalsehood(x) → ¬MorallyPerfect(x))
MorallyPerfect(TheisticGod)","∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishTruthFromFalsehood(x))
∀x (CanDistinguishTruthFromFalsehood(x) → ¬MorallyPerfect(x))
MorallyPerfect(TheisticGod)",,Sophist(theisticGod),"Sandwich(deodorant)
",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
455,,,CHECKED,,,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","All bread is food.
Some sandwiches are bread.
All food is edible. 
No edible things are poisonous.
Deodorant is poisonous.",Deodorant is a sandwich and it is also a loaf of bread.,The theistic God is a sophist and a philosopher.,F,,,,,,,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishTruthFromFalsehood(x))
∀x (CanDistinguishTruthFromFalsehood(x) → ¬MorallyPerfect(x))
MorallyPerfect(TheisticGod)","∀x (Bread(x) → Food(x))
∃x (Sandwich(x) ∧ Bread(x))
∀x (Food(x) → Edible(x))
∀x (Edible(x) → ¬Poisonous(x))
Poisonous(deodorant)",,"Sophist(theisticGod) ∧ Philosopher(theisticGod)
","Sandwich(deodorant) ∧ Bread(deodorant)
",,
,,,,,,,,,,,"4,5",Deodorant is not edible,,1,modus ponens,,,,,,,,
,,,,,,,,,,,"3,D1",Deodrant is not food,,2,modus tollens,,,,,,,,
,,,,,,,,,,,"1,D2",Deodrant is not bread,,3,modus tollens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
455,,,CHECKED,,,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","All bread is food.
Some sandwiches are bread.
All food is edible. 
No edible things are poisonous.
Deodorant is poisonous.","If deodorant is a loaf of bread, then deodorant is not a sandwich.","if the theistic God is a philosopher, then he is not a sophist.",T,,,,,,,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishTruthFromFalsehood(x))
∀x (CanDistinguishTruthFromFalsehood(x) → ¬MorallyPerfect(x))
MorallyPerfect(TheisticGod)","∀x (Bread(x) → Food(x))
∃x (Sandwich(x) ∧ Bread(x))
∀x (Food(x) → Edible(x))
∀x (Edible(x) → ¬Poisonous(x))
Poisonous(deodorant)",,"Philosopher(theisticGod) → ¬Sophist(theisticGod)
",Bread(deodorant) → ¬Sandwich(deodorant),,
,,,,,,,,,,,"4,5",Deodorant is not edible,,D1,modus tollens,,,,,,,,
,,,,,,,,,,,"D1,3",Deodorant is not food,,D2,modus tollens,,,,,,,,
,,,,,,,,,,,"D2,1",Deodorant is not bread,,D3,modus tollens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
456,CORRECTED,,CHECKED,,,"Some professional basketball players are not American nationals.
All professional basketball players can do jump shots.
If someone can jump shots, they leap straight into the air.
If someone leaps straight into the air, they activate their leg muscles. 
Yuri does not activate his leg muscles.","Some basketball players are not American.
All basketball players are tall.
If someone is tall, they wear large shoes.
If someone wears large shoes, they wear large-sized clothes.
Yuri does not wear large-sized clothes.",Yuri is an American.,Yuri is an American national.,"U
",,,,,,,"∃x (ProfessionalBasketballPlayer(x) ∧ ¬AmericanNational(x))
∀x (ProfessionalBasketballPlayer(x) → CanDoJumpShots(x))
∀x (CanDoJumpShots(x) → LeapsStraightIntoAir(x))
∀x (LeapsStraightIntoAir(x) → ActivatesLegMuscles(x))
¬ActivatesLegMuscles(Yuri)","∃x (ProfessionalBasketballPlayer(x) ∧ ¬AmericanNational(x))
∀x (ProfessionalBasketballPlayer(x) → CanDoJumpShots(x))
∀x (CanDoJumpShots(x) → LeapsStraightIntoAir(x))
∀x (LeapsStraightIntoAir(x) → ActivatesLegMuscles(x))
¬ActivatesLegMuscles(Yuri)",,,American(yuri),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,"Some professional basketball players are not American nationals.
All professional basketball players can do jump shots.
If someone can jump shots, they leap straight into the air.
If someone leaps straight into the air, they activate their leg muscles. 
Yuri does not activate his leg muscles.","Some basketball players are not American.
All basketball players are tall.
If someone is tall, they wear large shoes.
If someone wears large shoes, they wear large-sized clothes.
Yuri does not wear large-sized clothes.",Yuri is not an American basketball player.,Yuri is not an American professional basketball player.,"T
",,,,,,,"∃x (ProfessionalBasketballPlayer(x) ∧ ¬AmericanNational(x))
∀x (ProfessionalBasketballPlayer(x) → CanDoJumpShots(x))
∀x (CanDoJumpShots(x) → LeapsStraightIntoAir(x))
∀x (LeapsStraightIntoAir(x) → ActivatesLegMuscles(x))
¬ActivatesLegMuscles(yuri)","∃x (BasketballPlayer(x) ∧ ¬American(x))
∀x (BasketballPlayer(x) → Tall(x))
∀x (Tall(x) → WearLargeShoes(x))
∀x (WearLargeShoes(x) → WearLargeClothes(x))
¬WearLargeClothes(yuri)",,¬(AmericanNational(yuri) ∧ ProfessionalBasketballPlayer(yuri)),¬(American(yuri) ∧ BasketballPlayer(yuri)),,
,,,,,,,,,,,"4,5",Yuri does not wear large shoes,,1,modus tollens,,,,,,,,
,,,,,,,,,,,"3,D1",Yuri is not tall,,2,modus tollens,,,,,,,,
,,,,,,,,,,,"2,D2",Yuri is not a basketball player,,3,modus tollens,,,,,,,,
,,,,,,,,,,,D3,Yuri is not an American basketball player,,4,disjunction introduction,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,"Some professional basketball players are not American nationals.
All professional basketball players can do jump shots.
If someone can jump shots, they leap straight into the air.
If someone leaps straight into the air, they activate their leg muscles. 
Yuri does not activate his leg muscles.","Some basketball players are not American.
All basketball players are tall.
If someone is tall, they wear large shoes.
If someone wears large shoes, they wear large-sized clothes.
Yuri does not wear large-sized clothes.",Yuri is an American basketball player.,Yuri is an American professional basketball player.,"F
",,,,,,,"∃x (ProfessionalBasketballPlayer(x) ∧ ¬AmericanNational(x))
∀x (ProfessionalBasketballPlayer(x) → CanDoJumpShots(x))
∀x (CanDoJumpShots(x) → LeapsStraightIntoAir(x))
∀x (LeapsStraightIntoAir(x) → ActivatesLegMuscles(x))
¬ActivatesLegMuscles(yuri)","∃x (BasketballPlayer(x) ∧ ¬American(x))
∀x (BasketballPlayer(x) → Tall(x))
∀x (Tall(x) → WearLargeShoes(x))
∀x (WearLargeShoes(x) → WearLargeClothes(x))
¬WearLargeClothes(yuri)",,AmericanNational(yuri) ∧ ProfessionalBasketballPlayer(yuri),American(yuri) ∧ BasketballPlayer(yuri),,
