story_id,Truth Value,Premises used,Derivation,Derivation - Corrected,Derivation index,Inference rule
,,"2,D4",Sesame Street is not rated Adults Only.,“Hachi: A Dog’s Tale” does not contain excessive erotic and violent content.,D5,modus tollens
,,"6,D3",Sesame Street is not considered family-friendly.,“Hachi: A Dog’s Tale” is not a family-friendly animated film.,D6,disjunctive syllogism
,,"D6,5",Sesame Street does not tell a positive story and avoid sex and violence.,"“Hachi: A Dog’s Tale” is not a film in the ""Frozen"" series.",D7,modus tollens
,,"D5,D7",Sesame Street is not rated Adults Only and does not tell a positive story and avoid sex and violence.,"“Hachi: A Dog’s Tale”  does not contain excessive erotic and violent content and is not a film in the ""Frozen"" series.",D8,conjunction introduction
,,,,,,
,,,,,,
,,,,,,
460,T,,,,,
,,"4,6",Ben is either loved by children or funny,“Hachi: A Dog’s Tale” either is rated General Audience or is appropriate for people of all ages.,D1,universal instantiation
,,"3,D1",Ben is either funny or funny,“Hachi: A Dog’s Tale” either is appropriate for people of all ages or is appropriate for people of all ages.,D2,universal instantiation
,,D2,Ben is funny,“Hachi: A Dog’s Tale” is appropriate for people of all ages.,D3,conjunction elimination
,,"1,D3",Ben is popular,Children can watch “Hachi: A Dog’s Tale” without guidance from parents.,D4,universal instantiation
,,"2,D4",Ben is not ugly,“Hachi: A Dog’s Tale” does not contain excessive erotic and violent content.,D5,modus tollens
,,"6,D3",Ben is not from The Simpsons,“Hachi: A Dog’s Tale” is not a family-friendly animated film.,D6,disjunctive syllogism
,,"D6,5",Ben is not yellow,"“Hachi: A Dog’s Tale” is not a film in the ""Frozen"" series.",D7,modus tollens
,,"D5,D7",Ben is neither ugly nor yellow,"“Hachi: A Dog’s Tale”  does not contain excessive erotic and violent content and is not a film in the ""Frozen"" series.",D8,conjunction introduction
,,,,,,
,,,,,,
461,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
461,F,,,,,
,,6,Garry is not evil.,Garry is not found guilty.,D1,conjunction elimination
,,"3,D1",Garry is kind.,Garry is truly guilty.,D2,disjunctive syllogism
,,"1,D2",Garry is not a criminal.,Garry is not innocent.,D3,modus tollens
,,"2,D3",Garry does not break law.,Garry commited a crime.,D4,modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
461,T,,,,,
,,6,Garry is not evil.,Garry is not found guilty.,D1,conjunction elimination
,,"3,D1",Garry is kind.,Garry is truly guilty.,D2,disjunctive syllogism
,,"1,D2",Garry is not a criminal.,Garry is not innocent.,D3,modus tollens
,,"2,D3",Garry does not break law.,Garry commited a crime.,D4,modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
462,F,6,Room 116 is a classroom in William L. Harkness Hall.,,D1,conjunction elimination
,"F
T
F","D1, 2",,Room 116 is not a private study spot.,D2,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
462,T,6,,Room 116 is either both used for lecture and used for office hours or neither used for lecture nor used for office hours.,D1,conjunction elimination
,,3,,No classrooms in William L. Harkness Hall are neither used for lectures nor used for office hours.,D2,De Morgan's
,,"D1, D2",,Room 116 is both used for lecture and used for office hours.,D3,disjunctive syllogism
,,"D3, 5",,Room 116 is booked in the evening.,D4,modus ponens
,,"D4, 4",,Room 116 is not freely usable at night.,D5,modus ponens
,,"D3, 1",,Room 116 is booked during the day.,D6,universal instantiation
,,"D5, D6",,Room 116 is booked during the day and not freely usable at night.,D7,conjunction introduction
,,,,,,
,,,,,,
,,,,,,
,,,,,,
462,F,6,,Room 116 is either both used for lecture and used for office hours or neither used for lecture nor used for office hours.,D1,conjunction elimination
,,3,,No classrooms in William L. Harkness Hall are neither used for lectures nor used for office hours.,D2,De Morgan's
,,"D1, D2",,Room 116 is both used for lecture and used for office hours.,D3,disjunctive syllogism
,,"D3, 1",,Room 116 is booked during the day.,D4,universal instantiation
,,2,,Room 116 is not a private study spot.,D5,universal instantiation
,,D6,,Room 116 is not both a private study spot and freely useable at night.,D6,disjunction introduction
,,"D3, D4",,Room 116 is both used for lectures and booked during the day.,D7,conjunction introduction
,,"D6, D7",,"Room 116 is not both a private study spot and freely useable at night, and is both used for lectures and booked during the day.",D8,conjunction introduction
,,,,,,
,,,,,,
,,,,,,
463,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
463,F,,,,,
,,"1,6",Sea eel is a fish or an animal or not a plant,The sea eel is a fish or an animal or not a plant.,D1,universal instantiation
,,"2,D1",Sea eel is not a plant or an animal or not a plant,The sea eel is not a plant or an animal or not a plant.,D2,universal instantiation
,,D2,Sea eel is not a plant or an animal.,The sea eel is not a plant or an animal..,D3,Tautology
,,"3,D3",Sea eel is an animal or an animal.,The sea eel is an animal or an animal..,D4,disjunctive syllogism
,,D4,Sea eel is an animal.,The sea eel is an animal.,D5,Idempotent
,,"D5,5",Sea eel breathes,The sea eel is multicellular.,D6,universal instantiation
,,"4,D6",Sea eel is not a paper,The sea eel is not bacteria.,D7,universal instantiation
,,,,,,
,,,,,,
,,,,,,
463,T,,,,,
,,"1,6",Sea eel is a fish or an animal or not a plant,The sea eel is a fish or an animal or not a plant.,D1,universal instantiation
,,"2,D1",Sea eel is not a plant or an animal or not a plant,The sea eel is not a plant or an animal or not a plant.,D2,universal instantiation
,,D2,Sea eel is not a plant or an animal.,The sea eel is not a plant or an animal..,D3,Tautology
,,"3,D3",Sea eel is an animal or an animal.,The sea eel is an animal or an animal..,D4,disjunctive syllogism
,,D4,Sea eel is an animal.,The sea eel is an animal.,D5,Tautology
,,"D5,5",Sea eel breathes,The sea eel is multicellular.,D6,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
464,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
464,F,,,,,
,,5,,"If Bobby is a Corgi, Bobby is a dog.",D1,universal instantiation
,,"6, D1",,Bobby is an animal or a dog.,D2,ORUni2
,,4,,"If Bobby is a dog, Bobby is a mammal.",D3,universal instantiation
,,"D2, D3",,Bobby is an animal or a mammal.,D4,universal instantiation
,,3,,"If Bobby is a mammal, Bobby is an animal.",D5,universal instantiation
,,"D4, D5",,Bobby is an animal or an animal.,D6,universal instantiation
,,D6,,Bobby is an animal.,D7,idempotent
,,"1, D7",,Bobby can breathe.,D8,universal instantiation and modus ponens
,,"2, D8",,Bobby is not a rock.,D9,universal instantiation and modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
464,T,,,,,
,,5,,"If Bobby is a Corgi, Bobby is a dog.",D1,universal instantiation
,,"6, D1",,Bobby is an animal or a dog.,D2,ORUni2
,,4,,"If Bobby is a dog, Bobby is a mammal.",D3,universal instantiation
,,"D2, D3",,Bobby is an animal or a mammal.,D4,universal instantiation
,,3,,"If Bobby is a mammal, Bobby is an animal.",D5,universal instantiation
,,"D4, D5",,Bobby is an animal or an animal.,D6,universal instantiation
,,D6,,Bobby is an animal.,D7,idempotent
,,"1, D7",,Bobby can breathe.,D8,universal instantiation and modus ponens
,,"2, D8",,Bobby is not a rock.,D9,universal instantiation and modus tollens
,,"D7, D9",,Bobby is an animal and not a rock.,D10,conjunction introduction
465,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
465,T,,,,,
,,6,Mike is a human and sheep or Mike is either a man or a human. ,Mike can read and is an elephant or Mike either took the bar exam or can read.,D1,material implication
,,"5,D1",Mike is either a man or a human.,Mike either took the bar exam or can read.,D2,disjunctive syllogism
,,"1,D2",Mike is a human and not a man.,Mike can read and did not take the bar exam.,D3,disjunctive syllogism
,,D3,Mike is not a man.,Mike did not take the bar exam.,D4,conjunction elimination
,,"2,D4",Mike is not a law school graduate student.,Mike is not a lawyer.,D5,modus tollens
,,"3,D5",Mike is not a lawyer.,Mike is not knowledgeable about criminal procedures.,D6,modus tollens
,,"D5,D6",Mike is not a lawyer and not a law school graduate.,Mike is not knowledgeable about criminal procedures and not a lawyer.,D7,conjunction introduction
,,,,,,
,,,,,,
,,,,,,
465,F,,,,,
,,6,Mike is a human and sheep or Mike is either a man or a human. ,Mike can read and is an elephant or Mike either took the bar exam or can read.,D1,material implication
,,"5,D1",Mike is either a man or a human.,Mike either took the bar exam or can read.,D2,disjunctive syllogism
,,"1,D2",Mike is a human and not a man.,Mike can read and did not take the bar exam.,D3,disjunctive syllogism
,,D3,Mike is not a man.,Mike did not take the bar exam.,D4,conjunction elimination
,,"2,D4",Mike is not a law school graduate student.,Mike is not a lawyer.,D5,modus tollens
,,"3,D5",Mike is not a lawyer.,Mike is not knowledgeable about criminal procedures.,D6,modus tollens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
466,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
466,T,4,"If an employee under Peter is dumb, then the employee is not smart.","If an employee under Peter works remotely, then the employee is not well compensated.",D1,transposition
,,D1,"If someone is an employee under Peter, then they are not both dumb and smart","If someone is an employee under Peter, then they are not both well compensated and remote workers.",D2,IMPAND1
,,"6,D2",Pan is dumb,Pan works remotely.,D3,universal instantiation and modus ponens
,,"3,D3",Pan is not smart,Pan is not well compensated.,D4,universal instantiation and modus tollens
,,"3,D4",Pan is not a scientist,Pan is not a scientist.,D5,universal instantiation and modus tollens
,,"1,D5",Pan is an engineer,Pan is an engineer.,D6,disjunctive syllogism
,,"2,D6",Pan is hard-working,Pan is hard-working.,D7,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
466,F,4,"If an employee under Peter is dumb, then the employee is not smart.","If an employee under Peter works remotely, then the employee is not well compensated.",D1,transposition
,,D1,"If someone is an employee under Peter, then they are not both dumb and smart","If someone is an employee under Peter, then they are not both well compensated and remote workers.",D2,IMPAND1
,,"6,D2",Pan is dumb,Pan works remotely.,D3,universal instantiation and modus ponens
,,"3,D3",Pan is not smart,Pan is not well compensated.,D4,universal instantiation and modus tollens
,,"3,D4",Pan is not a scientist,Pan is not a scientist.,D5,universal instantiation and modus tollens
,,"1,D5",Pan is an engineer,Pan is an engineer.,D6,disjunctive syllogism
,,"2,D6",Pan is hard-working,Pan is hard-working.,D7,universal instantiation and modus ponens
,,,,,,
,,,,,,
,,,,,,
,,,,,,
467,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
467,T,,,,,
,,"4,7",Rock is Peter's pet that can fly or can fly or cannot breath.,,D1,universal instantiation
,,D1,Rock is Peter's pet that can fly or cannot breath.,,D2,idempotent
,,"3,4",Peter's pet is either a monkey or can fly.,,D3,hypothetical syllogism
,,"2,D3",Peter's pet is either a mammal or can fly.,,D4,hypothetical syllogism
,,"1,D4",Peter's pet is either an animal or can fly.,,D5,hypothetical syllogism
,,"5,D5",Peter's pet either breathes or can fly,,D6,hypothetical syllogism
,,"D2,D6",Rock is Peter's pet that can fly.,,D7,disjunctive syllogism
,,"6,D7",Rock is Peter's pet with wings.,,D8,universal instantiation
,,,,,,
,,,,,,
467,F,,,,,
,,"4,7",Rock is Peter's pet that can fly or can fly or cannot breath.,,D1,universal instantiation
,,D1,Rock is Peter's pet that can fly or cannot breath.,,D2,idempotent
,,"3,4",Peter's pet is either a monkey or can fly.,,D3,hypothetical syllogism
,,"2,D3",Peter's pet is either a mammal or can fly.,,D4,hypothetical syllogism
,,"1,D4",Peter's pet is either an animal or can fly.,,D5,hypothetical syllogism
,,"5,D5",Peter's pet either breathes or can fly,,D6,hypothetical syllogism
,,"D2,D6",Rock is Peter's pet that can fly.,,D7,disjunctive syllogism
,,"6,D7",Rock is Peter's pet with wings.,,D8,universal instantiation
,,,,,,
,,,,,,
468,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
468,T,,,,,
,,"3,4",A juice on the counter is either a juice or an apple juice.,,D1,hypothetical syllogism
,,"2,D1",A juice on the counter is either a drink or an apple juice.,,D2,hypothetical syllogism
,,"1,D2",A juice on the counter is either edible or an apple juice.,,D3,hypothetical syllogism
,,7,Coke is apple juice or not edible.,,D4,material implication
,,"D3,D4",Coke is apple juice.,,D5,disjunctive syllogism
,,"5,D5",Coke is sweet.,,D6,universal instantiation
,,"6,D5",Coke is drink.,,D7,modus ponens
,,"1,D7",Coke is edible.,,D8,universal instantiation
,,"D6,D8",Coke is edible and sweet.,,D9,conjunction introduction
,,,,,,
468,F,,,,,
,,"3,4",A juice on the counter is either a juice or an apple juice.,,D1,hypothetical syllogism
,,"2,D1",A juice on the counter is either a drink or an apple juice.,,D2,hypothetical syllogism
,,"1,D2",A juice on the counter is either edible or an apple juice.,,D3,hypothetical syllogism
,,7,Coke is apple juice or not edible.,,D4,material implication
,,"D3,D4",Coke is apple juice.,,D5,disjunctive syllogism
,,"6,D5",Coke is drink.,,D6,modus ponens
,,"1,D7",Coke is edible.,,D7,universal instantiation
,,,,,,
,,,,,,
,,,,,,
469,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
469,T,5,"Leon is either both studying and a researcher, or not studying and not a researcher.","Leon is either both pursuing a bachelor's degree and a principal investigator, or neither pursuing a bachelor's degree nor a principal investigator.",D1,XOR2
,,"1,2",All researchers are teachers.,All principal investigators are professors.,D2,universal instantiation
,,"3,D2",All researchers are not students.,All principal investigators are not undergraduate students.,D3,universal instantiation
,,"4,D1","Leon is either both a student and a researcher, or not studying and not a researcher.","Leon is either both an undergraduate student and a principal investigator, or neither an undergraduate student nor a principal investigator.",D4,universal instantiation
,,"D3,D4",Leon is neither studying nor a researcher.,Leon is neither pursuing a bachelor's degree nor a principal investigator.,D5,disjunctive syllogism
,,"6,D5",Leon is a teaher and not a researcher.,Leon is a professor and not a principal investigator.,D6,modus ponens
,,"3,D6",Leon is neither a student nor a researcher.,Leon is neither an undergraduate student nor a principal investigator.,D7,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
469,F,5,"Leon is either both studying and a researcher, or not studying and not a researcher.","Leon is either both pursuing a bachelor's degree and a principal investigator, or neither pursuing a bachelor's degree nor a principal investigator.",D1,XOR2
,,"1,2",All researchers are teachers.,All principal investigators are professors.,D2,universal instantiation
,,"3,D2",All researchers are not students.,All principal investigators are not undergraduate students.,D3,universal instantiation
,,"4,D1","Leon is either both a student and a researcher, or not studying and not a researcher.","Leon is either both an undergraduate student and a principal investigator, or neither an undergraduate student nor a principal investigator.",D4,universal instantiation
,,"D3,D4",Leon is neither studying nor a researcher.,Leon is neither pursuing a bachelor's degree nor a principal investigator.,D5,disjunctive syllogism
,,"6,D5",Leon is a teaher and not a researcher.,Leon is a professor and not a principal investigator.,D6,modus ponens
,,"3,D6",Leon is neither a student nor a researcher.,Leon is neither an undergraduate student nor a principal investigator.,D7,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
470,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
470,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
470,"T
",2,"If something is not Unix operating system, then it is not MacOS.",,D1,modus tollens
,,"3,D1","If something is not Unix operating system, then it is Linux system.",,D2,XOR1
,,D2,"If something is not Linux system, then it is Unix system.",,D3,modus tollens
,,"1,D3","If something is not Linux system, then it is a software.",,D4,universal instantiation
,,8,"If PyTorch is not Linux system, then it is not a software.",,D5,disjunctive syllogism
,,D5,"If PyTorch is a software, then it is Linux system.",,D6,modus tollens
